year,round,grandPrix,acronym,position,points
2024,24,Abu Dhabi,HUL,11,41.0
2024,24,Abu Dhabi,TSU,12,30.0
2024,24,Abu Dhabi,STR,13,24.0
2024,24,Abu Dhabi,OCO,14,23.0
2024,24,Abu Dhabi,MAG,15,16.0
2024,24,Abu Dhabi,ALB,16,12.0
2024,24,Abu Dhabi,RIC,17,12.0
2024,24,Abu Dhabi,BEA,18,7.0
2024,24,Abu Dhabi,COL,19,5.0
2024,24,Abu Dhabi,ZHO,20,4.0
2024,24,Abu Dhabi,LAW,21,4.0
2024,24,Abu Dhabi,BOT,22,0.0
2024,24,Abu Dhabi,SAR,23,0.0
2024,24,Abu Dhabi,DOO,24,0.0
2025,1,Melbourne,NOR,1,25.0
2025,1,Melbourne,VER,2,18.0
2025,1,Melbourne,RUS,3,15.0
2025,1,Melbourne,ANT,4,12.0
2025,1,Melbourne,ALB,5,10.0
2025,1,Melbourne,STR,6,8.0
2025,1,Melbourne,HUL,7,6.0
2025,1,Melbourne,LEC,8,4.0
2025,1,Melbourne,PIA,9,2.0
2025,1,Melbourne,HAM,10,1.0
2025,1,Melbourne,GAS,11,0.0
2025,1,Melbourne,TSU,12,0.0
2025,1,Melbourne,OCO,13,0.0
2025,1,Melbourne,BEA,14,0.0
2025,2,Shanghai,NOR,1,44.0
2025,2,Shanghai,VER,2,36.0
2025,2,Shanghai,RUS,3,35.0
2025,2,Shanghai,PIA,4,34.0
2025,2,Shanghai,ANT,5,22.0
2025,2,Shanghai,ALB,6,16.0
2025,2,Shanghai,OCO,7,10.0
2025,2,Shanghai,STR,8,10.0
2025,2,Shanghai,HAM,9,9.0
2025,2,Shanghai,LEC,10,8.0
2025,2,Shanghai,HUL,11,6.0
2025,2,Shanghai,BEA,12,4.0
2025,2,Shanghai,TSU,13,3.0
2025,2,Shanghai,SAI,14,1.0
2025,2,Shanghai,GAS,15,0.0
2025,2,Shanghai,HAD,16,0.0
2025,2,Shanghai,LAW,17,0.0
2025,2,Shanghai,DOO,18,0.0
2025,2,Shanghai,BOR,19,0.0
2025,3,Suzuka,NOR,1,62.0
2025,3,Suzuka,VER,2,61.0
2025,3,Suzuka,PIA,3,49.0
2025,3,Suzuka,RUS,4,45.0
2025,3,Suzuka,ANT,5,30.0
2025,3,Suzuka,LEC,6,20.0
2025,3,Suzuka,ALB,7,18.0
2025,3,Suzuka,HAM,8,15.0
2025,3,Suzuka,OCO,9,10.0
2025,3,Suzuka,STR,10,10.0
2025,3,Suzuka,HUL,11,6.0
2025,3,Suzuka,BEA,12,5.0
2025,3,Suzuka,HAD,13,4.0
2025,3,Suzuka,TSU,14,3.0
2025,3,Suzuka,SAI,15,1.0
2025,3,Suzuka,GAS,16,0.0
2025,3,Suzuka,ALO,17,0.0
2025,3,Suzuka,LAW,18,0.0
2025,3,Suzuka,DOO,19,0.0
2025,3,Suzuka,BOR,20,0.0
2025,4,Bahrain,NOR,1,77.0
2025,4,Bahrain,PIA,2,74.0
2025,4,Bahrain,VER,3,69.0
2025,4,Bahrain,RUS,4,63.0
2025,4,Bahrain,LEC,5,32.0
2025,4,Bahrain,ANT,6,30.0
2025,4,Bahrain,HAM,7,25.0
2025,4,Bahrain,ALB,8,18.0
2025,4,Bahrain,OCO,9,14.0
2025,4,Bahrain,STR,10,10.0
2025,4,Bahrain,GAS,11,6.0
2025,4,Bahrain,HUL,12,6.0
2025,4,Bahrain,BEA,13,6.0
2025,4,Bahrain,TSU,14,5.0
2025,4,Bahrain,HAD,15,4.0
2025,4,Bahrain,SAI,16,1.0
2025,4,Bahrain,ALO,17,0.0
2025,4,Bahrain,LAW,18,0.0
2025,4,Bahrain,DOO,19,0.0
2025,4,Bahrain,BOR,20,0.0
2025,5,Jeddah,PIA,1,99.0
2025,5,Jeddah,NOR,2,89.0
2025,5,Jeddah,VER,3,87.0
2025,5,Jeddah,RUS,4,73.0
2025,5,Jeddah,LEC,5,47.0
2025,5,Jeddah,ANT,6,38.0
2025,5,Jeddah,HAM,7,31.0
2025,5,Jeddah,ALB,8,20.0
2025,5,Jeddah,OCO,9,14.0
2025,5,Jeddah,STR,10,10.0
2025,5,Jeddah,GAS,11,6.0
2025,5,Jeddah,HUL,12,6.0
2025,5,Jeddah,BEA,13,6.0
2025,5,Jeddah,HAD,14,5.0
2025,5,Jeddah,SAI,15,5.0
2025,5,Jeddah,TSU,16,5.0
2025,5,Jeddah,ALO,17,0.0
2025,5,Jeddah,LAW,18,0.0
2025,5,Jeddah,DOO,19,0.0
2025,5,Jeddah,BOR,20,0.0
2025,6,Miami,PIA,1,131.0
2025,6,Miami,NOR,2,115.0
2025,6,Miami,VER,3,99.0
2025,6,Miami,RUS,4,93.0
2025,6,Miami,LEC,5,53.0
2025,6,Miami,ANT,6,48.0
2025,6,Miami,HAM,7,41.0
2025,6,Miami,ALB,8,30.0
2025,6,Miami,OCO,9,14.0
2025,6,Miami,STR,10,14.0
2025,6,Miami,TSU,11,9.0
2025,6,Miami,GAS,12,7.0
2025,6,Miami,SAI,13,7.0
2025,6,Miami,HUL,14,6.0
2025,6,Miami,BEA,15,6.0
2025,6,Miami,HAD,16,5.0
2025,6,Miami,ALO,17,0.0
2025,6,Miami,LAW,18,0.0
2025,6,Miami,DOO,19,0.0
2025,6,Miami,BOR,20,0.0
2025,7,Imola,PIA,1,146.0
2025,7,Imola,NOR,2,133.0
2025,7,Imola,VER,3,124.0
2025,7,Imola,RUS,4,99.0
2025,7,Imola,LEC,5,61.0
2025,7,Imola,HAM,6,53.0
2025,7,Imola,ANT,7,48.0
2025,7,Imola,ALB,8,40.0
2025,7,Imola,OCO,9,14.0
2025,7,Imola,STR,10,14.0
2025,7,Imola,SAI,11,11.0
2025,7,Imola,TSU,12,10.0
2025,7,Imola,GAS,13,7.0
2025,7,Imola,HAD,14,7.0
2025,7,Imola,HUL,15,6.0
2025,7,Imola,BEA,16,6.0
2025,7,Imola,ALO,17,0.0
2025,7,Imola,LAW,18,0.0
2025,7,Imola,DOO,19,0.0
2025,7,Imola,BOR,20,0.0
2025,7,Imola,COL,21,0.0
2025,8,Monaco,PIA,1,161.0
2025,8,Monaco,NOR,2,158.0
2025,8,Monaco,VER,3,136.0
2025,8,Monaco,RUS,4,99.0
2025,8,Monaco,LEC,5,79.0
2025,8,Monaco,HAM,6,63.0
2025,8,Monaco,ANT,7,48.0
2025,8,Monaco,ALB,8,42.0
2025,8,Monaco,OCO,9,20.0
2025,8,Monaco,HAD,10,15.0
2025,8,Monaco,STR,11,14.0
2025,8,Monaco,SAI,12,12.0
2025,8,Monaco,TSU,13,10.0
2025,8,Monaco,GAS,14,7.0
2025,8,Monaco,HUL,15,6.0
2025,8,Monaco,BEA,16,6.0
2025,8,Monaco,LAW,17,4.0
2025,8,Monaco,ALO,18,0.0
2025,8,Monaco,DOO,19,0.0
2025,8,Monaco,COL,20,0.0
2025,8,Monaco,BOR,21,0.0
2025,9,Barcelona,PIA,1,186.0
2025,9,Barcelona,NOR,2,176.0
2025,9,Barcelona,VER,3,137.0
2025,9,Barcelona,RUS,4,111.0
2025,9,Barcelona,LEC,5,94.0
2025,9,Barcelona,HAM,6,71.0
2025,9,Barcelona,ANT,7,48.0
2025,9,Barcelona,ALB,8,42.0
2025,9,Barcelona,HAD,9,21.0
2025,9,Barcelona,OCO,10,20.0
2025,9,Barcelona,HUL,11,16.0
2025,9,Barcelona,STR,12,14.0
2025,9,Barcelona,SAI,13,12.0
2025,9,Barcelona,GAS,14,11.0
2025,9,Barcelona,TSU,15,10.0
2025,9,Barcelona,BEA,16,6.0
2025,9,Barcelona,LAW,17,4.0
2025,9,Barcelona,ALO,18,2.0
2025,9,Barcelona,BOR,19,0.0
2025,9,Barcelona,DOO,20,0.0
2025,9,Barcelona,COL,21,0.0
2025,10,Montreal,PIA,1,198.0
2025,10,Montreal,NOR,2,176.0
2025,10,Montreal,VER,3,155.0
2025,10,Montreal,RUS,4,136.0
2025,10,Montreal,LEC,5,104.0
2025,10,Montreal,HAM,6,79.0
2025,10,Montreal,ANT,7,63.0
2025,10,Montreal,ALB,8,42.0
2025,10,Montreal,OCO,9,22.0
2025,10,Montreal,HAD,10,21.0
2025,10,Montreal,HUL,11,20.0
2025,10,Montreal,STR,12,14.0
2025,10,Montreal,SAI,13,13.0
2025,10,Montreal,GAS,14,11.0
2025,10,Montreal,TSU,15,10.0
2025,10,Montreal,ALO,16,8.0
2025,10,Montreal,BEA,17,6.0
2025,10,Montreal,LAW,18,4.0
2025,10,Montreal,BOR,19,0.0
2025,10,Montreal,COL,20,0.0
2025,10,Montreal,DOO,21,0.0
2025,11,Austria,PIA,1,216.0
2025,11,Austria,NOR,2,201.0
2025,11,Austria,VER,3,155.0
2025,11,Austria,RUS,4,146.0
2025,11,Austria,LEC,5,119.0
2025,11,Austria,HAM,6,91.0
2025,11,Austria,ANT,7,63.0
2025,11,Austria,ALB,8,42.0
2025,11,Austria,OCO,9,23.0
2025,11,Austria,HUL,10,22.0
2025,11,Austria,HAD,11,21.0
2025,11,Austria,STR,12,14.0
2025,11,Austria,ALO,13,14.0
2025,11,Austria,SAI,14,13.0
2025,11,Austria,LAW,15,12.0
2025,11,Austria,GAS,16,11.0
2025,11,Austria,TSU,17,10.0
2025,11,Austria,BEA,18,6.0
2025,11,Austria,BOR,19,4.0
2025,11,Austria,COL,20,0.0
2025,11,Austria,DOO,21,0.0
2025,12,Silverstone,PIA,1,234.0
2025,12,Silverstone,NOR,2,226.0
2025,12,Silverstone,VER,3,165.0
2025,12,Silverstone,RUS,4,147.0
2025,12,Silverstone,LEC,5,119.0
2025,12,Silverstone,HAM,6,103.0
2025,12,Silverstone,ANT,7,63.0
2025,12,Silverstone,ALB,8,46.0
2025,12,Silverstone,HUL,9,37.0
2025,12,Silverstone,OCO,10,23.0
2025,12,Silverstone,HAD,11,21.0
2025,12,Silverstone,STR,12,20.0
2025,12,Silverstone,GAS,13,19.0
2025,12,Silverstone,ALO,14,16.0
2025,12,Silverstone,SAI,15,13.0
2025,12,Silverstone,LAW,16,12.0
2025,12,Silverstone,TSU,17,10.0
2025,12,Silverstone,BEA,18,6.0
2025,12,Silverstone,BOR,19,4.0
2025,12,Silverstone,COL,20,0.0
2025,12,Silverstone,DOO,21,0.0
2025,13,Spa,PIA,1,266.0
2025,13,Spa,NOR,2,250.0
2025,13,Spa,VER,3,185.0
2025,13,Spa,RUS,4,157.0
2025,13,Spa,LEC,5,139.0
2025,13,Spa,HAM,6,109.0
2025,13,Spa,ANT,7,63.0
2025,13,Spa,ALB,8,54.0
2025,13,Spa,HUL,9,37.0
2025,13,Spa,OCO,10,27.0
2025,13,Spa,HAD,11,22.0
2025,13,Spa,GAS,12,20.0
2025,13,Spa,STR,13,20.0
2025,13,Spa,LAW,14,16.0
2025,13,Spa,ALO,15,16.0
2025,13,Spa,SAI,16,16.0
2025,13,Spa,TSU,17,10.0
2025,13,Spa,BEA,18,8.0
2025,13,Spa,BOR,19,6.0
2025,13,Spa,COL,20,0.0
2025,13,Spa,DOO,21,0.0
2025,14,Hungary,PIA,1,284.0
2025,14,Hungary,NOR,2,275.0
2025,14,Hungary,VER,3,187.0
2025,14,Hungary,RUS,4,172.0
2025,14,Hungary,LEC,5,151.0
2025,14,Hungary,HAM,6,109.0
2025,14,Hungary,ANT,7,64.0
2025,14,Hungary,ALB,8,54.0
2025,14,Hungary,HUL,9,37.0
2025,14,Hungary,OCO,10,27.0
2025,14,Hungary,ALO,11,26.0
2025,14,Hungary,STR,12,26.0
2025,14,Hungary,HAD,13,22.0
2025,14,Hungary,GAS,14,20.0
2025,14,Hungary,LAW,15,20.0
2025,14,Hungary,SAI,16,16.0
2025,14,Hungary,BOR,17,14.0
2025,14,Hungary,TSU,18,10.0
2025,14,Hungary,BEA,19,8.0
2025,14,Hungary,COL,20,0.0
2025,14,Hungary,DOO,21,0.0
2025,15,Zandvoort,PIA,1,309.0
2025,15,Zandvoort,NOR,2,275.0
2025,15,Zandvoort,VER,3,205.0
2025,15,Zandvoort,RUS,4,184.0
2025,15,Zandvoort,LEC,5,151.0
2025,15,Zandvoort,HAM,6,109.0
2025,15,Zandvoort,ANT,7,64.0
2025,15,Zandvoort,ALB,8,64.0
2025,15,Zandvoort,HUL,9,37.0
2025,15,Zandvoort,HAD,10,37.0
2025,15,Zandvoort,STR,11,32.0
2025,15,Zandvoort,ALO,12,30.0
2025,15,Zandvoort,OCO,13,28.0
2025,15,Zandvoort,GAS,14,20.0
2025,15,Zandvoort,LAW,15,20.0
2025,15,Zandvoort,BEA,16,16.0
2025,15,Zandvoort,SAI,17,16.0
2025,15,Zandvoort,BOR,18,14.0
2025,15,Zandvoort,TSU,19,12.0
2025,15,Zandvoort,COL,20,0.0
2025,15,Zandvoort,DOO,21,0.0
2025,16,Monza,PIA,1,324.0
2025,16,Monza,NOR,2,293.0
2025,16,Monza,VER,3,230.0
2025,16,Monza,RUS,4,194.0
2025,16,Monza,LEC,5,163.0
2025,16,Monza,HAM,6,117.0
2025,16,Monza,ALB,7,70.0
2025,16,Monza,ANT,8,66.0
2025,16,Monza,HAD,9,38.0
2025,16,Monza,HUL,10,37.0
2025,16,Monza,STR,11,32.0
2025,16,Monza,ALO,12,30.0
2025,16,Monza,OCO,13,28.0
2025,16,Monza,GAS,14,20.0
2025,16,Monza,LAW,15,20.0
2025,16,Monza,BOR,16,18.0
2025,16,Monza,BEA,17,16.0
2025,16,Monza,SAI,18,16.0
2025,16,Monza,TSU,19,12.0
2025,16,Monza,COL,20,0.0
2025,16,Monza,DOO,21,0.0
2025,17,Baku,PIA,1,324.0
2025,17,Baku,NOR,2,299.0
2025,17,Baku,VER,3,255.0
2025,17,Baku,RUS,4,212.0
2025,17,Baku,LEC,5,165.0
2025,17,Baku,HAM,6,121.0
2025,17,Baku,ANT,7,78.0
2025,17,Baku,ALB,8,70.0
2025,17,Baku,HAD,9,39.0
2025,17,Baku,HUL,10,37.0
2025,17,Baku,STR,11,32.0
2025,17,Baku,SAI,12,31.0
2025,17,Baku,LAW,13,30.0
2025,17,Baku,ALO,14,30.0
2025,17,Baku,OCO,15,28.0
2025,17,Baku,GAS,16,20.0
2025,17,Baku,TSU,17,20.0
2025,17,Baku,BOR,18,18.0
2025,17,Baku,BEA,19,16.0
2025,17,Baku,COL,20,0.0
2025,17,Baku,DOO,21,0.0
2025,18,Singapore,PIA,1,336.0
2025,18,Singapore,NOR,2,314.0
2025,18,Singapore,VER,3,273.0
2025,18,Singapore,RUS,4,237.0
2025,18,Singapore,LEC,5,173.0
2025,18,Singapore,HAM,6,125.0
2025,18,Singapore,ANT,7,88.0
2025,18,Singapore,ALB,8,70.0
2025,18,Singapore,HAD,9,39.0
2025,18,Singapore,HUL,10,37.0
2025,18,Singapore,ALO,11,36.0
2025,18,Singapore,SAI,12,32.0
2025,18,Singapore,STR,13,32.0
2025,18,Singapore,LAW,14,30.0
2025,18,Singapore,OCO,15,28.0
2025,18,Singapore,GAS,16,20.0
2025,18,Singapore,TSU,17,20.0
2025,18,Singapore,BOR,18,18.0
2025,18,Singapore,BEA,19,18.0
2025,18,Singapore,COL,20,0.0
2025,18,Singapore,DOO,21,0.0
2025,19,Austin,PIA,1,346.0
2025,19,Austin,NOR,2,332.0
2025,19,Austin,VER,3,306.0
2025,19,Austin,RUS,4,252.0
2025,19,Austin,LEC,5,192.0
2025,19,Austin,HAM,6,142.0
2025,19,Austin,ANT,7,89.0
2025,19,Austin,ALB,8,73.0
2025,19,Austin,HUL,9,41.0
2025,19,Austin,HAD,10,39.0
2025,19,Austin,SAI,11,38.0
2025,19,Austin,ALO,12,37.0
2025,19,Austin,STR,13,32.0
2025,19,Austin,LAW,14,30.0
2025,19,Austin,OCO,15,28.0
2025,19,Austin,TSU,16,28.0
2025,19,Austin,GAS,17,20.0
2025,19,Austin,BEA,18,20.0
2025,19,Austin,BOR,19,18.0
2025,19,Austin,COL,20,0.0
2025,19,Austin,DOO,21,0.0
2025,20,Mexico City,NOR,1,357.0
2025,20,Mexico City,PIA,2,356.0
2025,20,Mexico City,VER,3,321.0
2025,20,Mexico City,RUS,4,258.0
2025,20,Mexico City,LEC,5,210.0
2025,20,Mexico City,HAM,6,146.0
2025,20,Mexico City,ANT,7,97.0
2025,20,Mexico City,ALB,8,73.0
2025,20,Mexico City,HUL,9,41.0
2025,20,Mexico City,HAD,10,39.0
2025,20,Mexico City,SAI,11,38.0
2025,20,Mexico City,ALO,12,37.0
2025,20,Mexico City,BEA,13,32.0
2025,20,Mexico City,STR,14,32.0
2025,20,Mexico City,LAW,15,30.0
2025,20,Mexico City,OCO,16,30.0
2025,20,Mexico City,TSU,17,28.0
2025,20,Mexico City,GAS,18,20.0
2025,20,Mexico City,BOR,19,19.0
2025,20,Mexico City,COL,20,0.0
2025,20,Mexico City,DOO,21,0.0
2025,21,Sao Paulo,NOR,1,390.0
2025,21,Sao Paulo,PIA,2,366.0
2025,21,Sao Paulo,VER,3,341.0
2025,21,Sao Paulo,RUS,4,276.0
2025,21,Sao Paulo,LEC,5,214.0
2025,21,Sao Paulo,HAM,6,148.0
2025,21,Sao Paulo,ANT,7,122.0
2025,21,Sao Paulo,ALB,8,73.0
2025,21,Sao Paulo,HUL,9,43.0
2025,21,Sao Paulo,HAD,10,43.0
2025,21,Sao Paulo,BEA,11,40.0
2025,21,Sao Paulo,ALO,12,40.0
2025,21,Sao Paulo,SAI,13,38.0
2025,21,Sao Paulo,LAW,14,36.0
2025,21,Sao Paulo,STR,15,32.0
2025,21,Sao Paulo,OCO,16,30.0
2025,21,Sao Paulo,TSU,17,28.0
2025,21,Sao Paulo,GAS,18,22.0
2025,21,Sao Paulo,BOR,19,19.0
2025,21,Sao Paulo,COL,20,0.0
2025,21,Sao Paulo,DOO,21,0.0
2025,22,Las Vegas,NOR,1,390.0
2025,22,Las Vegas,PIA,2,366.0
2025,22,Las Vegas,VER,3,366.0
2025,22,Las Vegas,RUS,4,294.0
2025,22,Las Vegas,LEC,5,226.0
2025,22,Las Vegas,HAM,6,152.0
2025,22,Las Vegas,ANT,7,137.0
2025,22,Las Vegas,ALB,8,73.0
2025,22,Las Vegas,HAD,9,51.0
2025,22,Las Vegas,HUL,10,49.0
2025,22,Las Vegas,SAI,11,48.0
2025,22,Las Vegas,BEA,12,41.0
2025,22,Las Vegas,ALO,13,40.0
2025,22,Las Vegas,LAW,14,36.0
2025,22,Las Vegas,OCO,15,32.0
2025,22,Las Vegas,STR,16,32.0
2025,22,Las Vegas,TSU,17,28.0
2025,22,Las Vegas,GAS,18,22.0
2025,22,Las Vegas,BOR,19,19.0
2025,22,Las Vegas,COL,20,0.0
2025,22,Las Vegas,DOO,21,0.0
2025,23,Qatar,NOR,1,408.0
2025,23,Qatar,VER,2,396.0
2025,23,Qatar,PIA,3,392.0
2025,23,Qatar,RUS,4,309.0
2025,23,Qatar,LEC,5,230.0
2025,23,Qatar,HAM,6,152.0
2025,23,Qatar,ANT,7,150.0
2025,23,Qatar,ALB,8,73.0
2025,23,Qatar,SAI,9,64.0
2025,23,Qatar,HAD,10,51.0
2025,23,Qatar,HUL,11,49.0
2025,23,Qatar,ALO,12,48.0
2025,23,Qatar,BEA,13,41.0
2025,23,Qatar,LAW,14,38.0
2025,23,Qatar,TSU,15,33.0
2025,23,Qatar,OCO,16,32.0
2025,23,Qatar,STR,17,32.0
2025,23,Qatar,GAS,18,22.0
2025,23,Qatar,BOR,19,19.0
2025,23,Qatar,COL,20,0.0
2025,23,Qatar,DOO,21,0.0
2025,24,Abu Dhabi,NOR,1,423.0
2025,24,Abu Dhabi,VER,2,421.0
2025,24,Abu Dhabi,PIA,3,410.0
2025,24,Abu Dhabi,RUS,4,319.0
2025,24,Abu Dhabi,LEC,5,242.0
2025,24,Abu Dhabi,HAM,6,156.0
2025,24,Abu Dhabi,ANT,7,150.0
2025,24,Abu Dhabi,ALB,8,73.0
2025,24,Abu Dhabi,SAI,9,64.0
2025,24,Abu Dhabi,ALO,10,56.0
2025,24,Abu Dhabi,HUL,11,51.0
2025,24,Abu Dhabi,HAD,12,51.0
2025,24,Abu Dhabi,BEA,13,41.0
2025,24,Abu Dhabi,LAW,14,38.0
2025,24,Abu Dhabi,OCO,15,38.0
2025,24,Abu Dhabi,STR,16,33.0
2025,24,Abu Dhabi,TSU,17,33.0
2025,24,Abu Dhabi,GAS,18,22.0
2025,24,Abu Dhabi,BOR,19,19.0
2025,24,Abu Dhabi,COL,20,0.0
2025,24,Abu Dhabi,DOO,21,0.0
